category,article,version,description,trigger_words,weight,url
style,japanese_rockery_3d,v21,,isojapan style/miniature/japanese/model/garden/with pool/with pond/house/with pagoda/village/river/running through/wooden box/low poly/aerial view/glass box,,https://civitai.com/models/43744/djz-iso-japan
style,gameicon_kuang,v10,,"game icon institute, kuang",0.4-0.8,https://civitai.com/models/111568/gameiconresearchgfcjloalora
texture,lego,v20,,LEGO BrickHeadz/LEGO MiniFig/LEGO Creator,0.6-1.0,https://civitai.com/models/92444?modelVersionId=150123
texture,marble,,,M4rbleSCNEW,,https://civitai.com/models/70538
texture,stained_glass,v10,,stainedglassai,,https://civitai.com/models/46994?modelVersionId=51581
view,falling_bottom,,,"falling, (from below:1.2), falling_blur, depth of field, floating, focused",0.4-0.6,https://civitai.com/models/94388?modelVersionId=101555
view,falling_top,,,falling_above,0.9,https://civitai.com/models/94388?modelVersionId=100691
view,falling_aside,,,falling_side,0.9,https://civitai.com/models/94388?modelVersionId=100688
view,anime_isometric,v10,,Isometric_Setting,,https://civitai.com/models/118775?modelVersionId=128894
view,isometric_projection,v10,,Isometric projection,0.7-1.2,https://civitai.com/models/349762/update-buildings-easily-isometric-building-upgrader-lora
view,axonometric_room_3d,v10,,"(white background:1.5), mid shot, axonometric, axonometric_drawing",,https://civitai.com/models/104516/oldaxonometricv1
